Timestep,Throughput
280,35
281,35
282,35
283,35
284,35
285,36
286,37
287,37
288,37
289,37
290,37
291,37
292,37
293,37
294,37
295,38
296,39
297,39
298,39
299,39
300,39
301,39
302,39
303,39
304,39
305,40
306,41
307,41
308,41
309,41
310,41
311,41
312,41
313,41
314,41
315,42
316,43
317,43
318,43
319,43
320,43
321,43
322,43
323,43
324,43
325,44
326,45
327,45
328,45
329,45
330,45
331,45
332,45
333,45
334,45
335,46
336,47
337,47
338,47
339,47
340,47
341,47
342,47
343,47
344,47
345,48
346,49
347,49
348,49
349,49
350,49
351,49
352,49
353,49
354,49
355,50
356,51
357,51
358,51
359,51
360,51
361,51
362,51
363,51
364,51
365,52
366,53
367,53
368,53
369,53
370,53
371,53
372,53
373,53
374,53
375,54
376,55
377,55
378,55
379,55
380,55
381,55
382,55
383,55
384,55
385,56
386,57
387,57
388,57
389,57
390,57
391,57
392,57
393,57
394,57
395,58
396,59
397,59
398,59
399,59
400,59
401,59
402,59
403,59
404,59
405,60
406,61
407,61
408,61
409,61
410,61
411,61
412,61
413,61
414,61
415,62
416,63
417,63
418,63
419,63
420,63
421,63
422,63
423,63
424,63
425,64
426,66
427,66
428,66
429,66
430,66
431,66
432,66
433,66
434,66
435,67
436,69
437,69
438,69
439,69
440,69
441,69
442,69
443,69
444,69
445,70
446,72
447,72
448,72
449,72
450,72
451,72
452,72
453,72
454,72
455,73
456,75
457,75
458,75
459,75
460,75
461,75
462,75
463,75
464,75
465,76
466,77
467,77
468,77
469,77
470,77
471,77
472,77
473,77
474,77
475,78
476,79
477,79
478,79
479,79
480,79
481,79
482,79
483,79
484,79
485,80
486,81
487,81
488,81
489,81
490,81
491,81
492,81
493,81
494,81
495,81
496,82
497,82
498,82
499,82
500,82
501,82
502,82
503,82
504,82
505,82
506,83
507,83
508,83
509,83
510,83
511,83
512,83
513,83
514,83
515,83
516,84
517,84
518,84
519,84
520,84
521,84
522,84
523,84
524,84
525,84
526,85
527,85
528,85
529,85
530,85
531,85
532,85
533,85
534,85
535,85
536,86
537,86
538,86
539,86
540,86
541,86
542,86
543,86
544,86
545,86
546,86
547,86
548,86
549,86
550,86
551,86
552,86
553,86
554,86
555,86
556,86
557,86
558,86
559,86
560,86
561,86
562,86
563,86
564,86
565,86
566,86
567,86
568,86
569,86
570,86
571,86
572,86
573,86
574,86
575,86
576,86
577,86
578,86
579,86
580,86
581,86
582,86
583,86
584,86
585,86
586,86
587,86
588,86
589,86
590,86
591,86
592,86
593,86
594,86
595,86
596,86
597,86
598,86
599,86
600,86
601,86
602,86
603,86
604,86
605,86
606,86
607,86
608,86
609,86
610,86
611,86
612,86
613,86
614,86
615,86
616,86
617,86
618,86
619,86
620,86
621,86
622,86
623,86
624,86
625,86
626,86
627,86
628,86
629,86
630,86
631,86
632,86
633,86
634,86
635,86
636,86
637,86
638,86
639,86
640,86
641,86
642,86
643,86
644,86
645,86
646,86
647,86
648,86
649,86
650,86
651,86
652,86
653,86
654,86
655,86
656,86
657,86
658,86
659,86
660,86
661,86
662,86
663,86
664,86
665,86
666,86
667,86
668,86
669,86
670,86
671,86
672,86
673,86
674,86
675,86
676,86
677,87
678,87
679,87
680,87
681,87
682,87
683,87
684,87
685,87
686,87
687,88
688,88
689,88
690,88
691,88
692,88
693,88
694,88
695,88
696,88
697,90
698,90
699,90
700,90
701,90
702,90
703,90
704,90
705,90
706,90
707,92
708,92
709,92
710,92
711,92
712,92
713,92
714,92
715,92
716,92
717,94
718,94
719,94
720,94
721,94
722,94
723,94
724,94
725,94
726,94
727,96
728,96
729,96
730,96
731,96
732,96
733,96
734,96
735,96
736,96
737,98
738,98
739,98
740,98
741,98
742,98
743,98
744,98
745,98
746,98
747,100
748,100
749,100
750,100
751,100
752,100
753,100
754,100
755,100
756,100
757,102
758,102
759,102
760,102
761,102
762,102
763,102
764,102
765,102
766,102
767,104
768,104
769,104
770,104
771,104
772,104
773,104
774,104
775,104
776,104
777,105
778,105
779,105
780,105
781,105
782,105
783,105
784,105
785,105
786,105
787,106
788,106
789,106
790,106
791,106
792,106
793,106
794,106
795,106
796,106
797,107
798,107
799,107
800,107
801,107
802,107
803,107
804,107
805,107
806,107
807,108
808,108
809,108
810,108
811,108
812,108
813,108
814,108
815,108
816,108
817,109
818,109
819,109
820,109
821,109
822,109
823,109
824,109
825,109
826,109
827,110
828,110
829,110
830,110
831,110
832,110
833,110
834,110
835,110
836,110
837,111
838,111
839,111
840,111
841,111
842,111
843,111
844,111
845,111
846,112
847,113
848,113
849,113
850,113
851,113
852,113
853,113
854,113
855,113
856,114
857,115
858,115
859,115
860,115
861,115
862,115
863,115
864,115
865,115
866,116
867,119
868,119
869,119
870,119
871,119
872,119
873,119
874,119
875,119
876,120
877,122
878,122
879,122
880,122
881,122
882,122
883,122
884,122
885,122
886,123
887,125
888,125
889,125
890,125
891,125
892,125
893,125
894,125
895,125
896,126
897,128
898,128
899,128
900,128
901,128
902,128
903,128
904,128
905,128
906,129
907,130
908,130
909,130
910,130
911,130
912,130
913,130
914,130
915,130
916,130
917,131
918,131
919,131
920,131
921,131
922,131
923,131
924,131
925,131
926,131
927,132
928,133
929,133
930,133
931,133
932,133
933,133
934,133
935,133
936,133
937,134
938,134
939,134
940,134
941,134
942,134
943,134
944,134
945,134
946,134
947,135
948,135
949,135
950,135
951,135
952,135
953,135
954,135
955,135
956,135
957,136
958,136
959,136
960,136
961,136
962,136
963,136
964,136
965,136
966,136
967,137
968,137
969,137
970,137
971,137
972,137
973,137
974,137
975,137
976,137
977,138
978,138
979,138
980,138
981,138
982,138
983,138
984,138
985,138
986,138
987,139
988,139
989,139
990,139
991,139
992,139
993,139
994,139
995,139
996,139
997,140
998,140
999,140
1000,140
