Timestep,Throughput
280,67
281,67
282,67
283,67
284,67
285,67
286,67
287,67
288,67
289,67
290,67
291,67
292,67
293,67
294,67
295,67
296,67
297,67
298,67
299,67
300,67
301,67
302,67
303,67
304,67
305,67
306,67
307,67
308,67
309,67
310,67
311,67
312,67
313,67
314,67
315,67
316,67
317,71
318,74
319,74
320,74
321,74
322,74
323,74
324,74
325,74
326,74
327,74
328,74
329,74
330,74
331,74
332,74
333,74
334,74
335,74
336,74
337,74
338,74
339,74
340,74
341,74
342,74
343,74
344,74
345,74
346,74
347,74
348,74
349,74
350,74
351,74
352,74
353,74
354,74
355,74
356,74
357,77
358,80
359,82
360,82
361,82
362,82
363,82
364,82
365,82
366,82
367,82
368,82
369,82
370,82
371,82
372,82
373,82
374,82
375,82
376,82
377,82
378,82
379,82
380,82
381,82
382,82
383,82
384,82
385,82
386,82
387,82
388,82
389,82
390,82
391,82
392,82
393,82
394,82
395,82
396,82
397,82
398,83
399,88
400,90
401,90
402,90
403,90
404,90
405,90
406,90
407,90
408,90
409,90
410,90
411,90
412,90
413,90
414,90
415,90
416,90
417,90
418,90
419,90
420,90
421,90
422,90
423,90
424,90
425,90
426,90
427,90
428,90
429,90
430,90
431,90
432,90
433,90
434,90
435,90
436,90
437,90
438,90
439,90
440,94
441,97
442,97
443,97
444,97
445,97
446,97
447,97
448,97
449,97
450,97
451,97
452,97
453,97
454,97
455,97
456,97
457,97
458,97
459,97
460,97
461,97
462,97
463,97
464,97
465,97
466,97
467,97
468,97
469,97
470,97
471,97
472,97
473,97
474,97
475,97
476,97
477,97
478,97
479,97
480,97
481,97
482,100
483,102
484,102
485,102
486,102
487,102
488,102
489,102
490,102
491,102
492,102
493,102
494,102
495,102
496,102
497,102
498,102
499,102
500,102
501,102
502,102
503,102
504,102
505,102
506,102
507,102
508,102
509,102
510,102
511,102
512,102
513,102
514,102
515,102
516,102
517,102
518,102
519,102
520,102
521,102
522,102
523,106
524,110
525,110
526,110
527,110
528,110
529,110
530,110
531,110
532,110
533,110
534,110
535,110
536,110
537,110
538,110
539,110
540,110
541,110
542,110
543,110
544,110
545,110
546,110
547,110
548,110
549,110
550,110
551,110
552,110
553,110
554,110
555,110
556,110
557,110
558,110
559,110
560,110
561,110
562,110
563,110
564,115
565,118
566,118
567,118
568,118
569,118
570,118
571,118
572,118
573,118
574,118
575,118
576,118
577,118
578,118
579,118
580,118
581,118
582,118
583,118
584,118
585,118
586,118
587,118
588,118
589,118
590,118
591,118
592,118
593,118
594,118
595,118
596,118
597,118
598,118
599,118
600,118
601,118
602,118
603,118
604,118
605,123
606,125
607,125
608,125
609,125
610,125
611,125
612,125
613,125
614,125
615,125
616,125
617,125
618,125
619,125
620,125
621,125
622,125
623,125
624,125
625,125
626,125
627,125
628,125
629,125
630,125
631,125
632,125
633,125
634,125
635,125
636,125
637,125
638,125
639,125
640,125
641,125
642,125
643,125
644,125
645,125
646,127
647,131
648,131
649,131
650,131
651,131
652,131
653,131
654,131
655,131
656,131
657,131
658,131
659,131
660,131
661,131
662,131
663,131
664,131
665,131
666,131
667,131
668,131
669,131
670,131
671,131
672,131
673,131
674,131
675,131
676,131
677,131
678,131
679,131
680,131
681,131
682,131
683,131
684,131
685,131
686,131
687,135
688,137
689,138
690,138
691,138
692,138
693,138
694,138
695,138
696,138
697,138
698,138
699,138
700,138
701,138
702,138
703,138
704,138
705,138
706,138
707,138
708,138
709,138
710,138
711,138
712,138
713,138
714,138
715,138
716,138
717,138
718,138
719,138
720,138
721,138
722,138
723,138
724,138
725,138
726,138
727,138
728,140
729,143
730,144
731,144
732,144
733,144
734,144
735,144
736,144
737,144
738,144
739,144
740,144
741,144
742,144
743,144
744,144
745,144
746,144
747,144
748,144
749,144
750,144
751,144
752,144
753,144
754,144
755,144
756,144
757,144
758,144
759,144
760,144
761,144
762,144
763,144
764,144
765,144
766,144
767,144
768,144
769,145
770,147
771,150
772,150
773,150
774,150
775,150
776,150
777,150
778,150
779,150
780,150
781,150
782,150
783,150
784,150
785,150
786,150
787,150
788,150
789,150
790,150
791,150
792,150
793,150
794,150
795,150
796,150
797,150
798,150
799,150
800,150
801,150
802,150
803,150
804,150
805,150
806,150
807,150
808,150
809,150
810,150
811,152
812,155
813,155
814,155
815,155
816,155
817,155
818,155
819,155
820,155
821,155
822,155
823,155
824,155
825,155
826,155
827,155
828,155
829,155
830,155
831,155
832,155
833,155
834,155
835,155
836,155
837,155
838,155
839,155
840,155
841,155
842,155
843,155
844,155
845,155
846,155
847,155
848,155
849,155
850,155
851,155
852,157
853,161
854,163
855,163
856,163
857,163
858,163
859,163
860,163
861,163
862,163
863,163
864,163
865,163
866,163
867,163
868,163
869,163
870,163
871,163
872,163
873,163
874,163
875,163
876,163
877,163
878,163
879,163
880,163
881,163
882,163
883,163
884,163
885,163
886,163
887,163
888,163
889,163
890,163
891,163
892,163
893,165
894,166
895,168
896,168
897,168
898,168
899,168
900,168
901,168
902,168
903,168
904,168
905,168
906,168
907,168
908,168
909,168
910,168
911,168
912,168
913,168
914,168
915,168
916,168
917,168
918,168
919,168
920,168
921,168
922,168
923,168
924,168
925,168
926,168
927,168
928,168
929,168
930,168
931,168
932,168
933,168
934,169
935,171
936,172
937,172
938,172
939,172
940,172
941,172
942,172
943,172
944,172
945,172
946,172
947,172
948,172
949,172
950,172
951,172
952,172
953,172
954,172
955,172
956,172
957,172
958,172
959,172
960,172
961,172
962,172
963,172
964,172
965,172
966,172
967,172
968,172
969,172
970,172
971,172
972,172
973,172
974,172
975,174
976,175
977,175
978,175
979,175
980,175
981,175
982,175
983,175
984,175
985,175
986,175
987,175
988,175
989,175
990,175
991,175
992,175
993,175
994,175
995,175
996,175
997,175
998,175
999,175
1000,175
