Timestep,Throughput
280,19
281,19
282,19
283,19
284,19
285,19
286,19
287,19
288,19
289,19
290,19
291,19
292,19
293,19
294,19
295,19
296,19
297,19
298,19
299,19
300,19
301,19
302,19
303,19
304,19
305,19
306,19
307,19
308,19
309,19
310,19
311,19
312,19
313,19
314,19
315,19
316,20
317,20
318,20
319,20
320,20
321,20
322,20
323,20
324,20
325,20
326,20
327,20
328,20
329,20
330,20
331,20
332,20
333,20
334,20
335,20
336,20
337,20
338,20
339,20
340,21
341,21
342,21
343,21
344,21
345,21
346,21
347,21
348,21
349,21
350,21
351,21
352,21
353,21
354,21
355,21
356,22
357,22
358,22
359,22
360,22
361,22
362,22
363,22
364,22
365,22
366,22
367,22
368,22
369,22
370,22
371,22
372,22
373,22
374,22
375,22
376,22
377,22
378,22
379,22
380,23
381,23
382,23
383,24
384,24
385,24
386,24
387,24
388,24
389,24
390,24
391,24
392,24
393,24
394,24
395,24
396,25
397,25
398,25
399,25
400,25
401,25
402,25
403,25
404,25
405,25
406,25
407,25
408,25
409,25
410,25
411,25
412,25
413,25
414,25
415,25
416,25
417,25
418,25
419,25
420,25
421,25
422,27
423,28
424,28
425,28
426,28
427,28
428,28
429,28
430,28
431,28
432,28
433,28
434,28
435,28
436,29
437,29
438,29
439,29
440,29
441,29
442,29
443,29
444,29
445,29
446,29
447,29
448,29
449,29
450,29
451,30
452,30
453,30
454,30
455,30
456,30
457,30
458,30
459,30
460,30
461,30
462,32
463,32
464,32
465,32
466,32
467,32
468,32
469,32
470,32
471,32
472,32
473,32
474,32
475,32
476,32
477,32
478,32
479,32
480,33
481,34
482,34
483,34
484,34
485,34
486,34
487,34
488,34
489,34
490,34
491,34
492,34
493,34
494,34
495,34
496,34
497,34
498,34
499,34
500,34
501,34
502,36
503,36
504,36
505,36
506,36
507,36
508,36
509,36
510,36
511,36
512,36
513,36
514,36
515,36
516,36
517,36
518,36
519,36
520,36
521,37
522,37
523,37
524,37
525,37
526,37
527,37
528,37
529,37
530,37
531,37
532,37
533,37
534,37
535,37
536,37
537,37
538,37
539,37
540,37
541,37
542,38
543,38
544,39
545,39
546,39
547,39
548,39
549,39
550,39
551,39
552,39
553,39
554,39
555,39
556,39
557,39
558,39
559,39
560,39
561,39
562,39
563,39
564,39
565,39
566,39
567,39
568,39
569,39
570,39
571,39
572,39
573,39
574,39
575,39
576,39
577,39
578,39
579,39
580,39
581,39
582,40
583,40
584,41
585,41
586,41
587,41
588,41
589,41
590,41
591,41
592,41
593,41
594,41
595,41
596,41
597,41
598,41
599,41
600,41
601,41
602,42
603,42
604,42
605,42
606,42
607,42
608,42
609,42
610,42
611,42
612,42
613,42
614,42
615,42
616,42
617,42
618,42
619,42
620,42
621,42
622,42
623,42
624,42
625,42
626,42
627,42
628,42
629,42
630,42
631,42
632,42
633,42
634,42
635,42
636,42
637,42
638,42
639,42
640,42
641,42
642,42
643,42
644,42
645,42
646,42
647,42
648,42
649,42
650,42
651,42
652,42
653,42
654,42
655,42
656,42
657,42
658,42
659,42
660,42
661,42
662,42
663,42
664,42
665,43
666,43
667,43
668,43
669,43
670,43
671,43
672,43
673,43
674,43
675,43
676,43
677,43
678,43
679,43
680,43
681,43
682,43
683,43
684,43
685,43
686,43
687,43
688,43
689,43
690,43
691,43
692,43
693,43
694,43
695,43
696,43
697,43
698,43
699,43
700,43
701,43
702,43
703,43
704,43
705,44
706,44
707,44
708,44
709,44
710,44
711,44
712,44
713,44
714,44
715,44
716,44
717,44
718,44
719,44
720,44
721,44
722,44
723,44
724,44
725,44
726,44
727,44
728,44
729,44
730,44
731,44
732,44
733,44
734,44
735,44
736,44
737,44
738,44
739,44
740,44
741,44
742,44
743,44
744,44
745,45
746,46
747,46
748,46
749,46
750,46
751,46
752,46
753,46
754,46
755,46
756,46
757,46
758,46
759,46
760,46
761,46
762,46
763,46
764,46
765,46
766,46
767,46
768,46
769,46
770,46
771,46
772,46
773,46
774,46
775,46
776,46
777,46
778,46
779,46
780,46
781,46
782,46
783,46
784,46
785,47
786,48
787,48
788,48
789,48
790,48
791,48
792,48
793,48
794,48
795,48
796,48
797,48
798,48
799,49
800,50
801,50
802,50
803,50
804,50
805,50
806,50
807,50
808,50
809,50
810,50
811,50
812,50
813,50
814,50
815,50
816,50
817,50
818,50
819,50
820,50
821,50
822,50
823,50
824,50
825,51
826,51
827,51
828,51
829,51
830,51
831,51
832,51
833,51
834,51
835,51
836,51
837,51
838,51
839,52
840,52
841,52
842,52
843,52
844,52
845,52
846,52
847,52
848,52
849,52
850,52
851,52
852,52
853,52
854,52
855,52
856,52
857,52
858,52
859,52
860,52
861,52
862,52
863,53
864,53
865,54
866,54
867,54
868,54
869,54
870,54
871,54
872,54
873,54
874,54
875,54
876,54
877,54
878,54
879,55
880,55
881,55
882,55
883,55
884,55
885,55
886,55
887,55
888,55
889,55
890,55
891,55
892,55
893,55
894,55
895,55
896,55
897,55
898,55
899,55
900,55
901,55
902,55
903,55
904,55
905,55
906,55
907,55
908,55
909,55
910,55
911,55
912,55
913,55
914,55
915,55
916,55
917,55
918,55
919,56
920,56
921,56
922,56
923,56
924,56
925,56
926,56
927,56
928,56
929,56
930,56
931,56
932,56
933,56
934,56
935,56
936,56
937,56
938,56
939,56
940,56
941,56
942,56
943,56
944,56
945,56
946,56
947,56
948,56
949,56
950,56
951,56
952,56
953,56
954,56
955,56
956,56
957,56
958,56
959,56
960,56
961,56
962,56
963,56
964,56
965,56
966,56
967,56
968,56
969,56
970,56
971,56
972,56
973,56
974,56
975,56
976,56
977,56
978,56
979,56
980,56
981,56
982,56
983,56
984,56
985,56
986,56
987,56
988,56
989,56
990,56
991,56
992,56
993,56
994,56
995,56
996,56
997,56
998,56
999,56
1000,56
